ticker,company_name,current_price,arima_prediction,lstm_prediction,combined_prediction,recommendation,confidence,arima_error,lstm_error,arima_change_pct,lstm_change_pct,combined_change_pct,combined_explanation,models_agree,sentiment_signal,sentiment_score,sentiment_confidence,news_count,arima_error_pct,arima_error_threshold,original_recommendation,original_confidence,enhancement_status,contrarian_applied,contrarian_reason,sector,sector_avg_change,relative_to_sector
INDUSINDBK.NS,Indusindbk,879.75,867.3231182225304,849.1953125,858.2592153612652,SELL,85.0,30.691116543347974,69.0239393271751,-1.412546948277305,-3.4731102585961917,-2.4428286034367486,"Combined models predict a moderate 2.44% price decrease (ARIMA: -1.41%, LSTM: -3.47% - both models agree on direction)",True,NEUTRAL,0.3,0.3,0,1.412546948277305,30,SELL,85.0,INSUFFICIENT_NEWS,False,⚠️ NO NEWS: Insufficient news data (0 articles) = Using technical analysis: SELL,NIFTY_BANK,-0.02042796572597792,-2.4224006377107705
BANDHANBNK.NS,Bandhanbnk,183.67999267578125,175.20478300729803,175.92677307128906,175.56577803929355,STRONG SELL,90.0,3.569655027972947,6.8412017330901405,-4.614116946010037,-4.221047426856998,-4.417582186433518,"Combined models predict a significant 4.42% price decrease (ARIMA: -4.61%, LSTM: -4.22% - both models agree on direction)",True,NEUTRAL,0.31429656346638996,0.31429656346638996,2,4.614116946010037,30,STRONG SELL,95.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.3% <= 50%) = Using technical analysis: STRONG SELL,NIFTY_PVT_BANK,-2.6421022509479517,-1.7754799354855662
RBLBANK.NS,Rblbank,269.1400146484375,264.3829507672395,256.2880554199219,260.33550309358066,STRONG SELL,90.0,5.4684479031569255,8.745713624174263,-1.767505247189606,-4.77519451921834,-3.2713498832039836,"Combined models predict a significant 3.27% price decrease (ARIMA: -1.77%, LSTM: -4.78% - both models agree on direction)",True,BULLISH,0.41964575980504354,0.41964575980504354,1,1.767505247189606,30,STRONG SELL,95.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.4% <= 50%) = Using technical analysis: STRONG SELL,NIFTY_PVT_BANK,-2.6421022509479517,-0.6292476322560319
ICICIGI.NS,Icicigi,1970.800048828125,2020.2851761323664,1975.717529296875,1998.0013527146207,BUY,85.0,31.26711615359594,60.357555369784166,2.5109156727323074,0.2495169650352925,1.3802163188838,"Combined models predict a moderate 1.38% price increase (ARIMA: 2.51%, LSTM: 0.25% - both models agree on direction)",True,BULLISH,0.49373925894631276,0.49373925894631276,6,2.5109156727323074,30,BUY,85.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.5% <= 50%) = Using technical analysis: BUY,NIFTY_FIN_SERVICE,-0.32062402146985175,1.7008403403536516
SBILIFE.NS,Sbilife,1829.0999755859375,1850.299444558946,1830.1197509765625,1840.2095977677543,HOLD,80.0,23.947297309834365,50.17203552701023,1.159010948333621,0.05575285136058914,0.6073818998471051,"Combined models predict relatively stable price (change: 0.61%) (ARIMA: 1.16%, LSTM: 0.06% - both models agree on direction)",True,BULLISH,0.47329413888518657,0.47329413888518657,6,1.159010948333621,30,HOLD,80.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.5% <= 50%) = Using technical analysis: HOLD,NIFTY_FIN_SERVICE,-0.32062402146985175,0.9280059213169569
IEX.NS,Iex,208.30999755859375,206.90470934774615,207.59971618652344,207.25221276713478,HOLD,80.0,3.720526008326666,7.179786123608343,-0.6746139058699377,-0.3409732515937088,-0.5077935787318302,"Combined models predict relatively stable price (change: -0.51%) (ARIMA: -0.67%, LSTM: -0.34% - both models agree on direction)",True,NEUTRAL,0.3887111673082625,0.3887111673082625,7,0.6746139058699377,30,HOLD,80.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.4% <= 50%) = Using technical analysis: HOLD,NIFTY_FIN_SERVICE,-0.32062402146985175,-0.18716955726197843
PEL.NS,Pel,1314.9000244140625,1291.7559122994571,1223.42138671875,1257.5886495091036,STRONG SELL,90.0,24.058904674753887,44.04717403136942,-1.7601423442758481,-6.957079321378569,-4.358610832827209,"Combined models predict a significant 4.36% price decrease (ARIMA: -1.76%, LSTM: -6.96% - both models agree on direction)",True,NEUTRAL,0.34484061667124427,0.34484061667124427,2,1.7601423442758481,30,STRONG SELL,95.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.3% <= 50%) = Using technical analysis: STRONG SELL,NIFTY_FIN_SERVICE,-0.32062402146985175,-4.0379868113573565
HDFCLIFE.NS,Hdfclife,755.9500122070312,765.7856070387509,768.9241943359375,767.3549006873442,BUY,85.0,9.851157476936727,21.328086051538556,1.30109063732986,1.716275139810835,1.5086828885703476,"Combined models predict a moderate 1.51% price increase (ARIMA: 1.30%, LSTM: 1.72% - both models agree on direction)",True,NEUTRAL,0.3758611824242526,0.3758611824242526,14,1.30109063732986,30,BUY,85.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.4% <= 50%) = Using technical analysis: BUY,NIFTY_FIN_SERVICE,-0.32062402146985175,1.8293069100401993
PFC.NS,Pfc,423.75,425.4949060294507,428.09100341796875,426.7929547237097,HOLD,80.0,8.470035992396559,14.8193813375393,0.4117772340886616,1.0244255853613569,0.7181014097250092,"Combined models predict relatively stable price (change: 0.72%) (ARIMA: 0.41%, LSTM: 1.02% - both models agree on direction)",True,BULLISH,0.40502537632783253,0.40502537632783253,4,0.4117772340886616,30,HOLD,80.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.4% <= 50%) = Using technical analysis: HOLD,NIFTY_FIN_SERVICE,-0.32062402146985175,1.038725431194861
M&MFIN.NS,M&mfin,264.1499938964844,267.9324244246508,268.5044860839844,268.2184552543176,BUY,85.0,4.917158937291891,9.06365362360691,1.4319252756252825,1.648492253687671,1.5402087646564766,"Combined models predict a moderate 1.54% price increase (ARIMA: 1.43%, LSTM: 1.65% - both models agree on direction)",True,NEUTRAL,0.3,0.3,0,1.4319252756252825,30,BUY,85.0,INSUFFICIENT_NEWS,False,⚠️ NO NEWS: Insufficient news data (0 articles) = Using technical analysis: BUY,NIFTY_FIN_SERVICE,-0.32062402146985175,1.8608327861263283
ICICIPRULI.NS,Icicipruli,650.5999755859375,671.2287108715597,656.3154907226562,663.7721007971079,BUY,85.0,9.700906617103849,23.691475355184966,3.1707248785313418,0.8784991317546998,2.024612005143012,"Combined models predict a moderate 2.02% price increase (ARIMA: 3.17%, LSTM: 0.88% - both models agree on direction)",True,BULLISH,0.5207644016371832,0.5207644016371832,3,3.1707248785313418,30,BUY,85.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.5% <= 50%) = Using technical analysis: BUY,NIFTY_FIN_SERVICE,-0.32062402146985175,2.345236026612864
BAJAJFINSV.NS,Bajajfinsv,2036.0,2005.2717521281097,2021.4034423828125,2013.337597255461,SELL,85.0,32.9362284043714,55.305238166629245,-1.509245966202863,-0.7169232621408399,-1.1130846141718513,"Combined models predict a moderate 1.11% price decrease (ARIMA: -1.51%, LSTM: -0.72% - both models agree on direction)",True,NEUTRAL,0.3003628055254618,0.3003628055254618,2,1.509245966202863,30,SELL,85.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.3% <= 50%) = Using technical analysis: SELL,NIFTY_FIN_SERVICE,-0.32062402146985175,-0.7924605927019996
HDFCAMC.NS,Hdfcamc,5353.5,5094.379079726176,5123.3310546875,5108.855067206838,STRONG SELL,90.0,89.52371388889135,179.38588934032472,-4.840215191441556,-4.299410578359952,-4.569812884900762,"Combined models predict a significant 4.57% price decrease (ARIMA: -4.84%, LSTM: -4.30% - both models agree on direction)",True,BULLISH,0.45549331431918666,0.45549331431918666,3,4.840215191441556,30,STRONG SELL,95.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.5% <= 50%) = Using technical analysis: STRONG SELL,NIFTY_FIN_SERVICE,-0.32062402146985175,-4.24918886343091
CHOLAFIN.NS,Cholafin,1559.0,1530.3705000925252,1501.6842041015625,1516.0273520970438,SELL,85.0,34.339604749054594,73.24497956591937,-1.8364015335134598,-3.676446176936338,-2.7564238552248987,"Combined models predict a moderate 2.76% price decrease (ARIMA: -1.84%, LSTM: -3.68% - both models agree on direction)",True,NEUTRAL,0.3146924177805583,0.3146924177805583,1,1.8364015335134598,30,SELL,85.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.3% <= 50%) = Using technical analysis: SELL,NIFTY_FIN_SERVICE,-0.32062402146985175,-2.435799833755047
LODHA.NS,Lodha,1440.199951171875,1420.9975835914506,1406.258544921875,1413.6280642566628,SELL,85.0,33.711632753296435,60.665571345599126,-1.3333126115439473,-2.3567148590987137,-1.8450137353213305,"Combined models predict a moderate 1.85% price decrease (ARIMA: -1.33%, LSTM: -2.36% - both models agree on direction)",True,NEUTRAL,0.3251032789548238,0.3251032789548238,3,1.3333126115439473,30,SELL,85.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.3% <= 50%) = Using technical analysis: SELL,NIFTY_REALTY,-1.4042881190423355,-0.440725616278995
DLF.NS,Dlf,844.2999877929688,828.6256588151912,816.4190673828125,822.5223630990018,SELL,85.0,15.620051175976227,34.560571318598186,-1.856488120857475,-3.3022528500844825,-2.579370485470979,"Combined models predict a moderate 2.58% price decrease (ARIMA: -1.86%, LSTM: -3.30% - both models agree on direction)",True,NEUTRAL,0.38690896139780684,0.38690896139780684,5,1.856488120857475,30,SELL,85.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.4% <= 50%) = Using technical analysis: SELL,NIFTY_REALTY,-1.4042881190423355,-1.1750823664286434
