ticker,sector,signal_type,current_price,entry_price,target_price,stop_loss,volume_ratio,rsi,momentum,position_size,risk_per_share,filter_value,h_band,l_band,filter_direction,rng_per,rng_qty,timestamp,ist_time,bars_in_session
DRREDDY,Pharmaceuticals,HOLD,1280.5999755859375,1280.5999755859375,1280.5999755859375,1280.5999755859375,0.47200944018880375,39.99999999999999,-0.02342484365727567,0,0.0,1278.4025432901951,1281.9291719405364,1274.8759146398538,UP,20,3.5,10:17:31,14:47:31,67
TITAN,Miscellaneous,HOLD,3622.5,3622.5,3622.5,3622.5,0.34633981783425166,52.35852315913121,0.046949600887936094,0,0.0,3624.564183952607,3632.6510693520127,3616.4772985532013,DOWN,20,3.5,10:17:31,14:47:31,67
HDFCBANK,Bank,HOLD,1964.9000244140625,1964.9000244140625,1964.9000244140625,1964.9000244140625,0.4555785814559797,23.62264513648597,-0.0101751144653788,0,0.0,1967.26336542704,1970.6290774571648,1963.8976533969153,DOWN,20,3.5,10:17:31,14:47:31,67
HFCL,Telecom,HOLD,73.80000305175781,73.80000305175781,73.80000305175781,73.80000305175781,0.6420948434437956,29.411632708015432,-0.5524808486362445,0,0.0,73.93131714716209,74.25217350672112,73.61046078760306,DOWN,20,3.5,10:17:31,14:47:31,67
HEROMOTOCO,Auto,HOLD,5000.0,5000.0,5000.0,5000.0,0.2691146686118246,33.519431158959065,0.11212753815772764,0,0.0,5010.5407000714,5026.255083850509,4994.826316292291,DOWN,20,3.5,10:17:31,14:47:31,67
JSWSTEEL,Metals,HOLD,1056.0999755859375,1056.0999755859375,1056.0999755859375,1056.0999755859375,0.1376064267450742,46.80779220779221,-0.07569768281238722,0,0.0,1056.0018686209887,1058.2722162436555,1053.731520998322,DOWN,20,3.5,10:17:31,14:47:31,67
KOTAKBANK,Bank,HOLD,1985.4000244140625,1985.4000244140625,1985.4000244140625,1985.4000244140625,0.4182926717290899,16.666242804947316,-0.18099424765899952,0,0.0,1987.6430312327386,1991.4090070431153,1983.877055422362,DOWN,20,3.5,10:17:31,14:47:31,67
TRENT,FMCG,HOLD,5422.5,5422.5,5422.5,5422.5,0.8980546735999843,41.964285714285715,0.018445079774970025,0,0.0,5431.907750980293,5448.0781102512965,5415.737391709289,DOWN,20,3.5,10:17:31,14:47:31,67
HINDZINC,Metals,HOLD,425.3999938964844,425.3999938964844,425.3999938964844,425.3999938964844,0.24284259198194433,34.61506860570208,-0.19941492164589442,0,0.0,426.0495564031978,426.7518984325535,425.3472143738421,DOWN,20,3.5,10:17:31,14:47:31,67
MFSL,Finance,HOLD,1640.0,1640.0,1640.0,1640.0,0.3664134116200913,22.548679344638998,-0.303951367781155,0,0.0,1643.3910311148775,1646.782062229755,1640.0,DOWN,20,3.5,10:17:31,14:47:31,67
LUPIN,Pharmaceuticals,HOLD,1975.800048828125,1975.800048828125,1975.800048828125,1975.800048828125,0.4322333845768832,57.894652307642886,0.1520681227568931,0,0.0,1973.8370206393322,1977.0372503362305,1970.636790942434,UP,20,3.5,10:17:32,14:47:32,67
LICHSGFIN,Finance,HOLD,563.3499755859375,563.3499755859375,563.3499755859375,563.3499755859375,0.93177480251334,26.8519565069964,-0.13295515555039084,0,0.0,564.3004546025169,565.5023818980101,563.0985273070237,DOWN,20,3.5,10:17:32,14:47:32,67
INFY,I.T,HOLD,1488.800048828125,1488.800048828125,1488.800048828125,1488.800048828125,0.9484757906987692,23.71100288191691,-0.06712310157236194,0,0.0,1491.0383033455053,1494.0494316276088,1488.0271750634017,DOWN,20,3.5,10:17:32,14:47:32,67
GRASIM,Miscellaneous,HOLD,2811.0,2811.0,2811.0,2811.0,0.2545514772394287,26.125065986274848,-0.22007494247243603,0,0.0,2816.925355285548,2822.850710571096,2811.0,DOWN,20,3.5,10:17:32,14:47:32,67
VEDL,Industrials,HOLD,444.5,444.5,444.5,444.5,0.4460335718404877,33.33333333333333,-0.04497688363861204,0,0.0,445.0641466650988,446.02659323537176,444.10170009482584,DOWN,20,3.5,10:17:32,14:47:32,67
ONGC,Oils,HOLD,236.1999969482422,236.1999969482422,236.1999969482422,236.1999969482422,0.36872992614300726,36.80568800729014,-0.06346907188474414,0,0.0,236.48705714246591,236.95759805572717,236.01651622920465,DOWN,20,3.5,10:17:32,14:47:32,67
PEL,Finance,HOLD,1175.0999755859375,1175.0999755859375,1175.0999755859375,1175.0999755859375,1.5761530096590546,67.17159573615453,0.48742526533903635,0,0.0,1170.8493273057663,1175.0999755859375,1166.5986790255952,UP,20,3.5,10:17:32,14:47:32,67
NCC,Realty,HOLD,217.3000030517578,217.3000030517578,217.3000030517578,217.3000030517578,0.5670599824399855,50.75375343138007,-0.018401254627167834,0,0.0,217.60097362667858,218.1427962179565,217.05915103540067,DOWN,20,3.5,10:17:32,14:47:32,67
PIDILITIND,Industrials,HOLD,3094.699951171875,3094.699951171875,3094.699951171875,3094.699951171875,0.24163032080604227,27.10284638640124,-0.08394723195235014,0,0.0,3097.3456217164644,3104.20482064832,3090.4864227846087,UP,20,3.5,10:17:32,14:47:32,67
PATANJALI,FMCG,HOLD,1798.4000244140625,1798.4000244140625,1798.4000244140625,1798.4000244140625,0.07383706620723603,55.11121961805556,-0.011117045178979337,0,0.0,1801.8473697797908,1807.5055334736658,1796.1892060859159,DOWN,20,3.5,10:17:32,14:47:32,67
SHREECEM,Industrials,HOLD,30085.0,30085.0,30085.0,30085.0,0.5293737895416398,35.82089552238807,-0.26520802254268194,0,0.0,30081.35160779322,30175.916744601895,29986.78647098455,UP,20,3.5,10:17:32,14:47:32,67
TATAELXSI,I.T,HOLD,5564.5,5564.5,5564.5,5564.5,1.0547626277963358,35.294117647058826,-0.017967837570748362,0,0.0,5571.174813914788,5583.167386558603,5559.182241270973,DOWN,20,3.5,10:17:32,14:47:32,67
RELIANCE,Industrials,HOLD,1410.199951171875,1410.199951171875,1410.199951171875,1410.199951171875,0.5690568178748008,25.0,-0.1557684228375885,0,0.0,1412.9130743656249,1415.6261975593748,1410.199951171875,DOWN,20,3.5,10:17:32,14:47:32,67
AMBUJACEM,Industrials,HOLD,576.9000244140625,576.9000244140625,576.9000244140625,576.9000244140625,0.36304031698258526,20.129365695895487,-0.5001661676374077,0,0.0,578.5444292634306,580.1888341127988,576.9000244140625,DOWN,20,3.5,10:17:32,14:47:32,67
TORNTPHARM,Pharmaceuticals,HOLD,3685.60009765625,3685.60009765625,3685.60009765625,3685.60009765625,0.7107812822098536,79.5559847654597,0.47982818037758995,0,0.0,3680.2265600228307,3688.520619081506,3671.932500964155,UP,20,3.5,10:17:32,14:47:32,67
TATAPOWER,Miscellaneous,SELL,385.8500061035156,385.8500061035156,384.5562967721513,387.14371543487994,0.1807402097048327,18.1825748012928,-0.2971560456031977,772,1.2937093313643118,386.4968607691978,387.14371543487994,385.8500061035156,DOWN,20,3.5,10:17:32,14:47:32,67
HINDALCO,Metals,HOLD,705.8499755859375,705.8499755859375,705.8499755859375,705.8499755859375,0.8713890557674441,38.83476735641991,-0.09200628649150742,0,0.0,706.9318734810752,708.5469438004318,705.3168031617186,UP,20,3.5,10:17:32,14:47:32,67
ACC,Industrials,HOLD,1821.0999755859375,1821.0999755859375,1821.0999755859375,1821.0999755859375,0.46414988026482606,26.315258095308025,-0.09874643721635762,0,0.0,1824.8997227679374,1829.3442492998208,1820.455196236054,DOWN,20,3.5,10:17:32,14:47:32,67
TATASTEEL,Metals,HOLD,158.5500030517578,158.5500030517578,158.5500030517578,158.5500030517578,0.4753409574034615,17.969411231776093,-0.3957718639343099,0,0.0,158.87425630439495,159.19850955703208,158.5500030517578,DOWN,20,3.5,10:17:32,14:47:32,67
FEDERALBNK,Bank,HOLD,196.5800018310547,196.5800018310547,196.5800018310547,196.5800018310547,0.32125900024723875,35.05739566616681,0.08655270392325126,0,0.0,196.60293921842697,197.0110922971872,196.19478613966675,DOWN,20,3.5,10:17:32,14:47:32,67
CUMMINSIND,FMCG,HOLD,3921.60009765625,3921.60009765625,3921.60009765625,3921.60009765625,0.27500896105183686,65.96762995253758,0.01020469471992658,0,0.0,3916.430775719343,3926.012058253519,3906.8494931851665,UP,20,3.5,10:17:33,14:47:33,67
ASHOKLEY,Auto,HOLD,131.3699951171875,131.3699951171875,131.3699951171875,131.3699951171875,0.20142209912878845,39.99956401368997,-0.0456498226715688,0,0.0,131.20071176059955,131.48699944701877,130.91442407418032,UP,20,3.5,10:17:33,14:47:33,67
LT,Realty,HOLD,3589.300048828125,3589.300048828125,3589.300048828125,3589.300048828125,0.4390095646732815,41.116398968867735,0.02229479805280758,0,0.0,3591.501269699941,3598.1032370743806,3584.8993023255016,DOWN,20,3.5,10:17:33,14:47:33,67
TATACOMM,Telecom,HOLD,1604.4000244140625,1604.4000244140625,1604.4000244140625,1604.4000244140625,0.24111106129220283,43.26928719820655,-0.06228977107216497,0,0.0,1604.6324139633155,1608.898226929543,1600.366600997088,UP,20,3.5,10:17:33,14:47:33,67
BHARATFORG,Industrials,HOLD,1125.4000244140625,1125.4000244140625,1125.4000244140625,1125.4000244140625,2.5228570102566485,39.37063878049249,0.035557725694444445,0,0.0,1125.067716913841,1128.058861691137,1122.0765721365449,DOWN,20,3.5,10:17:33,14:47:33,67
M&M,Auto,HOLD,3408.5,3408.5,3408.5,3408.5,0.5399041353040879,49.29577464788732,-0.12014585767215792,0,0.0,3410.7540864810585,3418.560729831575,3402.947443130542,UP,20,3.5,10:17:33,14:47:33,67
BOSCHLTD,Auto,HOLD,39255.0,39255.0,39255.0,39255.0,0.06208425720620843,46.7741935483871,-0.11450381679389314,0,0.0,39339.46767243381,39427.47310840166,39251.462236465966,DOWN,20,3.5,10:17:33,14:47:33,67
BPCL,Industrials,HOLD,315.5,315.5,315.5,315.5,0.43025869220906554,39.62272842434991,0.1269418878884345,0,0.0,315.38287082892936,316.0354189186389,314.7303227392198,DOWN,20,3.5,10:17:33,14:47:33,67
HINDUNILVR,FMCG,HOLD,2628.0,2628.0,2628.0,2628.0,0.4257838883080596,45.79837104815051,0.08378212853095277,0,0.0,2627.197161282538,2633.64116209141,2620.7531604736664,DOWN,20,3.5,10:17:33,14:47:33,67
SIEMENS,FMCG,HOLD,3199.39990234375,3199.39990234375,3199.39990234375,3199.39990234375,0.3105126082655307,61.00635690814729,-0.10303958779896022,0,0.0,3201.9297283495766,3210.856363807159,3193.003092891994,DOWN,20,3.5,10:17:33,14:47:33,67
TATACHEM,Industrials,BUY,940.7999877929688,940.7999877929688,945.2105304725064,936.3894451134311,1.2629365728302768,61.344624017151446,0.1383701748769292,226,4.410542679537684,938.5947164531999,940.7999877929688,936.3894451134311,UP,20,3.5,10:17:33,14:47:33,67
TATAMOTORS,Auto,HOLD,680.7000122070312,680.7000122070312,680.7000122070312,680.7000122070312,0.8823434373563004,53.19126832625605,-0.07339988124486987,0,0.0,681.2021747828849,682.6630335203062,679.7413160454636,DOWN,20,3.5,10:17:33,14:47:33,67
VOLTAS,FMCG,HOLD,1354.0,1354.0,1354.0,1354.0,0.3685154148965195,52.45890157389712,-0.11802711823197952,0,0.0,1356.6594854786993,1360.4388124433272,1352.8801585140714,DOWN,20,3.5,10:17:33,14:47:33,67
NESTLEIND,FMCG,HOLD,1160.699951171875,1160.699951171875,1160.699951171875,1160.699951171875,0.512407373433624,15.0,-0.45454964220626076,0,0.0,1164.454203198617,1168.208455225359,1160.699951171875,DOWN,20,3.5,10:17:33,14:47:33,67
INDHOTEL,Services,HOLD,789.75,789.75,789.75,789.75,0.6018919343710291,43.15073074479115,-0.012657541182214347,0,0.0,790.9673895246511,793.2567833672439,788.6779956820584,DOWN,20,3.5,10:17:33,14:47:33,67
BRITANNIA,FMCG,HOLD,5552.0,5552.0,5552.0,5552.0,0.36293462436943497,54.54545454545455,0.01801477211313277,0,0.0,5551.871984719857,5563.343790261513,5540.400179178201,DOWN,20,3.5,10:17:33,14:47:33,67
TATACONSUM,FMCG,HOLD,1087.0,1087.0,1087.0,1087.0,0.13972826623802298,48.120273147808206,-0.27522935779816515,0,0.0,1088.326908548362,1091.0801469209985,1085.5736701757257,UP,20,3.5,10:17:33,14:47:33,67
ASIANPAINT,Industrials,HOLD,2510.60009765625,2510.60009765625,2510.60009765625,2510.60009765625,0.18749694032408087,35.29395924961854,-0.11537307912273723,0,0.0,2516.6336774774963,2522.6672572987427,2510.60009765625,DOWN,20,3.5,10:17:33,14:47:33,67
COLPAL,FMCG,HOLD,2301.5,2301.5,2301.5,2301.5,0.8988207313447626,23.43755960479635,-0.14318156708660731,0,0.0,2305.9788839755056,2312.2517549613804,2299.706012989631,DOWN,20,3.5,10:17:33,14:47:33,67
ITC,FMCG,HOLD,398.3999938964844,398.3999938964844,398.3999938964844,398.3999938964844,0.5291777784238528,40.983180076244984,-0.05017867635940458,0,0.0,398.5573943160111,399.1777180210499,397.9370706109723,DOWN,20,3.5,10:17:34,14:47:34,67
PHOENIXLTD,Realty,HOLD,1585.5,1585.5,1585.5,1585.5,0.12107820039969454,30.538865254447913,-0.11969411520979614,0,0.0,1585.5495893958168,1591.7247518504103,1579.3744269412234,UP,20,3.5,10:17:34,14:47:34,67
SRF,Industrials,HOLD,2927.5,2927.5,2927.5,2927.5,1.3532821134923845,53.453572345027304,0.21223260425994586,0,0.0,2924.687600811232,2931.142341384903,2918.2328602375615,UP,20,3.5,10:17:34,14:47:34,67
BALKRISIND,Auto,HOLD,2400.0,2400.0,2400.0,2400.0,0.2652034750800183,58.394368707119305,-0.029156128883716877,0,0.0,2399.2455454224023,2403.947302633404,2394.5437882114006,DOWN,20,3.5,10:17:34,14:47:34,67
EICHERMOT,Auto,HOLD,5928.0,5928.0,5928.0,5928.0,0.17685909980430528,34.34343434343434,-0.07585335018963338,0,0.0,5936.4350002176325,5946.787838274784,5926.082162160481,DOWN,20,3.5,10:17:34,14:47:34,67
APOLLOHOSP,Pharmaceuticals,HOLD,7931.5,7931.5,7931.5,7931.5,0.8949623587957996,55.38461538461538,0.20846493998736576,0,0.0,7925.993614698667,7946.875179133938,7905.112050263397,DOWN,20,3.5,10:17:34,14:47:34,67
SUPREMEIND,FMCG,HOLD,4643.39990234375,4643.39990234375,4643.39990234375,4643.39990234375,0.09795767489141485,87.06515401807405,0.1812276665318231,0,0.0,4630.820895573244,4644.571824968538,4617.069966177951,UP,20,3.5,10:17:34,14:47:34,67
WIPRO,I.T,HOLD,248.7899932861328,248.7899932861328,248.7899932861328,248.7899932861328,0.9664507232031548,21.427987538488082,-0.22858811470306337,0,0.0,249.424128927955,250.09543140884787,248.75282644706212,DOWN,20,3.5,10:17:34,14:47:34,67
ADANIENT,Services,HOLD,2327.0,2327.0,2327.0,2327.0,1.0216501875213093,27.82240598543021,-0.11589265692849772,0,0.0,2334.11058903007,2341.7322656899655,2326.4889123701746,DOWN,20,3.5,10:17:34,14:47:34,67
SHRIRAMFIN,Finance,HOLD,613.9000244140625,613.9000244140625,613.9000244140625,613.9000244140625,0.37668169358775283,36.065639383630185,-0.05697608236670737,0,0.0,615.2444367495652,616.9665291614227,613.5223443377078,DOWN,20,3.5,10:17:34,14:47:34,67
CHOLAFIN,Finance,HOLD,1522.699951171875,1522.699951171875,1522.699951171875,1522.699951171875,0.07108526192495658,63.63636363636363,0.17762836657072367,0,0.0,1520.6922720287082,1523.365707472319,1518.0188365850975,DOWN,20,3.5,10:17:34,14:47:34,67
UPL,Industrials,HOLD,719.2000122070312,719.2000122070312,719.2000122070312,719.2000122070312,0.7796834956853252,45.00002347517031,0.09046335329557996,0,0.0,719.4705126169636,722.4758313016636,716.4651939322636,UP,20,3.5,10:17:34,14:47:34,67
LICI,Services,HOLD,887.5499877929688,887.5499877929688,887.5499877929688,887.5499877929688,0.09780064070970922,29.999864364479777,0.0056324273767605635,0,0.0,888.2386425263051,889.8228347859258,886.6544502666843,DOWN,20,3.5,10:17:34,14:47:34,67
DELHIVERY,Services,HOLD,473.79998779296875,473.79998779296875,473.79998779296875,473.79998779296875,0.15516606631102514,29.72979660513684,-0.28412209215133355,0,0.0,473.8453725015674,475.107558145299,472.5831868578358,UP,20,3.5,10:17:34,14:47:34,67
MOTHERSON,Auto,HOLD,95.58999633789062,95.58999633789062,95.58999633789062,95.58999633789062,0.5196466996707578,50.39348792502704,0.11520001789887216,0,0.0,95.5223121562056,95.78967239905633,95.25495191335487,DOWN,20,3.5,10:17:34,14:47:34,67
HINDCOPPER,Metals,HOLD,237.69000244140625,237.69000244140625,237.69000244140625,237.69000244140625,0.01829161342053171,50.0,-0.02943811702842007,0,0.0,237.796709286964,238.23513038959354,237.35828818433444,DOWN,20,3.5,10:17:34,14:47:34,67
HAVELLS,FMCG,HOLD,1558.199951171875,1558.199951171875,1558.199951171875,1558.199951171875,0.32588954544291815,58.15578276641243,0.08349455568296532,0,0.0,1557.7649188808343,1560.7999950852827,1554.729842676386,UP,20,3.5,10:17:34,14:47:34,67
KEI,Industrials,HOLD,3980.10009765625,3980.10009765625,3980.10009765625,3980.10009765625,0.46907020872865274,16.901311588151486,-0.3704674722592466,0,0.0,3989.8201096667904,4001.208158917359,3978.4320604162217,DOWN,20,3.5,10:17:34,14:47:34,67
PPLPHARMA,Pharmaceuticals,HOLD,193.52000427246094,193.52000427246094,193.52000427246094,193.52000427246094,0.25786718250197793,51.93157780993981,-0.07744818397402468,0,0.0,193.58890861667533,194.2499723386696,192.92784489468104,DOWN,20,3.5,10:17:35,14:47:35,67
KAYNES,FMCG,HOLD,6229.0,6229.0,6229.0,6229.0,0.2484108619910104,52.94117647058823,0.03211819495744339,0,0.0,6211.318511103467,6235.367266639953,6187.269755566981,UP,20,3.5,10:17:35,14:47:35,67
MANKIND,Pharmaceuticals,HOLD,2606.5,2606.5,2606.5,2606.5,0.24656012833960633,57.84296126090546,0.023028423145120474,0,0.0,2604.3583765598437,2613.874059870401,2594.842693249286,DOWN,20,3.5,10:17:35,14:47:35,67
KFINTECH,Financial Services,HOLD,1129.5,1129.5,1129.5,1129.5,0.6878747616326699,34.34340320591862,-0.20322042135503432,0,0.0,1132.5415321726232,1137.7752302241508,1127.3078341210955,UP,20,3.5,10:17:35,14:47:35,67
POONAWALLA,Finance,HOLD,464.70001220703125,464.70001220703125,464.70001220703125,464.70001220703125,1.062381029524928,48.80981791231308,-0.03226716026996748,0,0.0,462.68329205736705,464.70001220703125,460.66657190770286,UP,20,3.5,10:17:35,14:47:35,67
AARTIIND,Industrials,HOLD,384.79998779296875,384.79998779296875,384.79998779296875,384.79998779296875,2.364719651026705,62.18463258638464,0.4568594323897595,0,0.0,383.82433501001225,385.00919540687477,382.63947461314973,UP,20,3.5,10:17:35,14:47:35,67
PIIND,Industrials,HOLD,3874.699951171875,3874.699951171875,3874.699951171875,3874.699951171875,0.1742033067334272,67.0700203942896,0.06973014390173038,0,0.0,3867.5817272522054,3876.9897599288356,3858.173694575575,UP,20,3.5,10:17:35,14:47:35,67
BSE,Financial Services,HOLD,2331.60009765625,2331.60009765625,2331.60009765625,2331.60009765625,0.5791743538048957,52.03105373013099,0.09015229260570938,0,0.0,2332.260887460904,2343.9566055719856,2320.5651693498226,UP,20,3.5,10:17:35,14:47:35,67
DMART,FMCG,HOLD,4697.39990234375,4697.39990234375,4697.39990234375,4697.39990234375,0.2554966841748365,52.47887772995377,-0.03405187606405618,0,0.0,4702.069333735666,4717.103151132821,4687.035516338511,DOWN,20,3.5,10:17:35,14:47:35,67
CDSL,Financial Services,HOLD,1577.5999755859375,1577.5999755859375,1577.5999755859375,1577.5999755859375,1.2732855417662323,42.38665762439405,-0.30963819362164297,0,0.0,1579.0524886301519,1584.177256745489,1573.9277205148146,UP,20,3.5,10:17:35,14:47:35,67
JIOFIN,Finance,HOLD,321.1499938964844,321.1499938964844,321.1499938964844,321.1499938964844,0.4811390898787563,23.728340143795577,-0.09333280421642881,0,0.0,321.7420305064281,322.5183246812512,320.96573633160494,DOWN,20,3.5,10:17:35,14:47:35,67
AUBANK,Bank,HOLD,744.0499877929688,744.0499877929688,744.0499877929688,744.0499877929688,0.15477754125337803,49.72382397572079,0.06724497454221169,0,0.0,744.8941805249069,747.2478158195531,742.5405452302607,DOWN,20,3.5,10:17:35,14:47:35,67
HUDCO,Finance,HOLD,212.97999572753906,212.97999572753906,212.97999572753906,212.97999572753906,0.31006950031800035,37.500170297407394,0.06577682393218226,0,0.0,213.37774565349446,214.01626277610222,212.7392285308867,DOWN,20,3.5,10:17:35,14:47:35,67
SUNPHARMA,Pharmaceuticals,HOLD,1645.0,1645.0,1645.0,1645.0,0.2287804855989038,47.368353421911536,0.06082725060827251,0,0.0,1646.1627622216686,1648.7969625408812,1643.528561902456,DOWN,20,3.5,10:17:35,14:47:35,67
DIXON,FMCG,HOLD,16913.0,16913.0,16913.0,16913.0,0.09302417638967234,62.096774193548384,-0.08861058601134215,0,0.0,16880.912465245383,16948.09105445426,16813.733876036506,DOWN,20,3.5,10:17:35,14:47:35,67
AUROPHARMA,Pharmaceuticals,HOLD,1053.5999755859375,1053.5999755859375,1053.5999755859375,1053.5999755859375,0.8076966894649795,52.44733158056476,0.06647840779228037,0,0.0,1052.0441440499826,1055.017471381229,1049.0708167187363,UP,20,3.5,10:17:35,14:47:35,67
ABCAPITAL,Finance,HOLD,286.25,286.25,286.25,286.25,0.26622739266831064,30.434782608695656,-0.13954087039988622,0,0.0,285.9870900502439,286.90679419542045,285.0673859050674,DOWN,20,3.5,10:17:35,14:47:35,67
MPHASIS,I.T,HOLD,2864.0,2864.0,2864.0,2864.0,0.16526875552317016,42.42424242424243,-0.3132613992342499,0,0.0,2866.685349943624,2874.4876280918593,2858.8830717953883,UP,20,3.5,10:17:35,14:47:35,67
NMDC,Industrials,HOLD,70.36000061035156,70.36000061035156,70.36000061035156,70.36000061035156,0.19244820918795266,27.119082409837972,-0.26931599317842403,0,0.0,70.51248693844212,70.69644379196846,70.32853008491578,DOWN,20,3.5,10:17:35,14:47:35,67
IREDA,Finance,HOLD,147.8300018310547,147.8300018310547,147.8300018310547,147.8300018310547,0.17051045672443765,40.55914207970976,-0.06084122431358917,0,0.0,148.17403589889352,148.56128012183746,147.7867916759496,UP,20,3.5,10:17:35,14:47:35,67
TATATECH,I.T,HOLD,685.4000244140625,685.4000244140625,685.4000244140625,685.4000244140625,0.12316557696265455,37.34961908403683,-0.051035448186292375,0,0.0,685.6840612664223,687.6027466029931,683.7653759298515,DOWN,20,3.5,10:17:35,14:47:35,67
SBILIFE,Services,HOLD,1858.9000244140625,1858.9000244140625,1858.9000244140625,1858.9000244140625,0.4428415939698166,37.1430564395888,-0.08062782091568875,0,0.0,1862.9658600631358,1867.5613952696178,1858.3703248566537,DOWN,20,3.5,10:17:36,14:47:36,67
TIINDIA,Metals,HOLD,3074.300048828125,3074.300048828125,3074.300048828125,3074.300048828125,0.4146491168246607,40.540760028220625,-0.11371758868262505,0,0.0,3082.874551774919,3098.3465239138554,3067.4025796359824,DOWN,20,3.5,10:17:36,14:47:36,67
ICICIGI,Services,HOLD,1912.0,1912.0,1912.0,1912.0,0.12775620211795166,43.303615219452645,0.0,0,0.0,1916.7214812927348,1924.0725615031777,1909.370401082292,DOWN,20,3.5,10:17:36,14:47:36,67
HDFCLIFE,Services,HOLD,789.2999877929688,789.2999877929688,789.2999877929688,789.2999877929688,0.18168238078609397,38.235003724946374,-0.08228677815275996,0,0.0,790.8881928802083,792.4865683152819,789.2898174451346,DOWN,20,3.5,10:17:36,14:47:36,67
IEX,Financial Services,HOLD,144.75,144.75,144.75,144.75,0.48701629866843205,41.0253400628611,-0.11730483790589859,0,0.0,145.05995247670205,145.45759140675926,144.66231354664484,DOWN,20,3.5,10:17:36,14:47:36,67
