ticker,sector,signal_type,signal_strength,long_score,short_score,current_price,entry_price,target_price,stop_loss,volume_ratio,rsi,trend_direction,supertrend_direction,macd_line,macd_signal,macd_histogram,wave_trend_wt1,wave_trend_wt2,stochastic_k,stochastic_d,hma_value,ema200_value,supertrend_value,upper_bb,lower_bb,rvi_value,cmf_value,vwap_value,bars_analyzed,timestamp
TATACOMM,Telecom,HOLD,NONE,2,3,1604.5,1604.5,1604.5,1604.5,1.2710723898569203,51.32725351893955,BEARISH,BULL,0.14087071665062467,0.2832785725294112,-0.14240785587878652,24.364142882022325,2.614445602876737,30.47035507727887,30.650745059130287,1607.4606478252374,1616.5139119754597,,1636.59,1572.41,50.0,0.0,1604.5,1650,12:33:58
BHARATFORG,Industrials,HOLD,NONE,4,2,1123.0,1123.0,1123.0,1123.0,0.9241246520186475,39.97784258082314,BEARISH,BULL,-1.817452082675345,-1.917441971430723,0.09998988875537784,-38.23209367148431,-41.188927738151904,23.129717744949037,19.01164727530677,1120.9084283008178,1148.7169338084893,,1145.46,1100.54,50.0,0.0,1123.0,1650,12:33:58
LT,Realty,HOLD,NONE,2,4,3595.800048828125,3595.800048828125,3595.800048828125,3595.800048828125,2.5251881043578277,55.53408283122133,BEARISH,BULL,0.13385695518627472,-0.9305381654381246,1.0643951206243993,42.74813062616339,36.11423319415312,80.69659337500396,81.32710445026248,3584.5814847193415,3610.298236567933,,3667.7160498046874,3523.8840478515626,50.0,0.0,3595.800048828125,1650,12:33:59
M&M,Auto,HOLD,NONE,2,4,3403.0,3403.0,3403.0,3403.0,1.190262702922279,44.433773671561205,BULLISH,BULL,-0.4646888546644732,0.7829202546944105,-1.2476091093588837,-50.27864026516097,-48.041025104630535,21.555447048611125,23.749129853371304,3411.331046748218,3390.184292853948,,3471.06,3334.94,50.0,0.0,3403.0,1650,12:34:00
BOSCHLTD,Auto,HOLD,NONE,2,4,39300.0,39300.0,39300.0,39300.0,1.8875927889713682,49.964624867357735,BEARISH,BULL,-10.361779011967883,-18.900091151199856,8.538312139231973,15.222222286305826,-5.941434742574822,64.29629629629628,58.65993265993266,39228.18123153492,39532.46111647699,,40086.0,38514.0,50.0,0.0,39300.0,1650,12:34:00
BPCL,Industrials,HOLD,NONE,4,2,317.0,317.0,317.0,317.0,1.5597522562914725,61.25224341544074,BEARISH,BULL,0.054571596865230276,-0.16457156370365336,0.21914316056888364,44.835429323976086,37.82729947148192,90.69755338225623,87.85523113779631,315.4940052764274,318.4102051394195,,323.34000000000003,310.65999999999997,50.0,0.0,317.0,1650,12:34:00
SIEMENS,FMCG,HOLD,NONE,1,3,3162.60009765625,3162.60009765625,3162.60009765625,3162.60009765625,1.0398947054074084,21.311678912665414,BEARISH,BULL,-9.81134601694066,-6.211180264126077,-3.6001657528145836,-90.48426720870526,-85.97696519456568,4.721130732736394,3.938453463060712,3191.372845718206,3190.9360952787765,,3225.8520996093753,3099.3480957031247,50.0,0.0,3162.60009765625,1650,12:34:01
TATAMOTORS,Auto,HOLD,NONE,4,2,680.9500122070312,680.9500122070312,680.9500122070312,680.9500122070312,1.2874531859122738,53.32384436410696,BEARISH,BULL,-0.10586206743209914,-0.1216843966251665,0.015822329193067364,-18.799325072190772,-18.721282023088666,27.531615992948385,28.338103721321726,679.4257544071,684.9185000438216,,694.569012451172,667.3310119628906,50.0,0.0,680.9500122070312,1650,12:34:02
VOLTAS,FMCG,HOLD,NONE,6,2,1353.199951171875,1353.199951171875,1353.199951171875,1353.199951171875,1.9241589729365614,43.03767904955004,BEARISH,BULL,-0.9712685384449742,-0.93364580780657,-0.037622730638404156,-41.081508657871204,-41.75932660270596,21.491344831518116,18.44401394057495,1351.676759244097,1359.1719797672176,,1380.2639501953124,1326.1359521484376,50.0,0.0,1353.199951171875,1650,12:34:02
HINDUNILVR,FMCG,HOLD,NONE,0,7,2630.0,2630.0,2630.0,2630.0,1.1643789578313377,54.35261529761806,BEARISH,BULL,0.5502229836906736,0.1745278414020179,0.37569514228865564,26.24530882072368,31.488919332580203,83.06852677129753,84.03840771598958,2624.8133452462203,2630.370731786997,,2682.6,2577.4,50.0,0.0,2630.0,1650,12:34:03
TATACHEM,Industrials,HOLD,NONE,3,2,938.9000244140625,938.9000244140625,938.9000244140625,938.9000244140625,1.1719799250724534,51.063214500392654,BEARISH,BULL,0.2413601280251214,0.39530547759495277,-0.15394534956983136,-14.769601475331026,5.413684787960728,31.958931807815958,33.448058689572534,938.1388356043913,940.1861742319259,,957.6780249023437,920.1220239257813,50.0,0.0,938.9000244140625,1650,12:34:03
NESTLEIND,FMCG,HOLD,NONE,1,3,1160.5,1160.5,1160.5,1160.5,1.330600350677895,38.13809227224721,BEARISH,BULL,-1.4898923558512251,-1.1453332423950289,-0.3445591134561963,-53.87217432665279,-45.11206557267664,9.657700782955441,13.269007366135583,1162.5108250153428,1168.2769496450994,,1183.71,1137.29,50.0,0.0,1160.5,1650,12:34:04
TATACONSUM,FMCG,HOLD,NONE,1,4,1083.800048828125,1083.800048828125,1083.800048828125,1083.800048828125,1.6503692852346945,36.703430068467895,BEARISH,BULL,-0.8014355392715515,-0.24247530592381622,-0.5589602333477353,-47.76413186238446,-46.78559511394902,18.82419960171571,21.38969446016975,1087.303570094423,1086.9356876533125,,1105.4760498046876,1062.1240478515624,50.0,0.0,1083.800048828125,1650,12:34:05
ASIANPAINT,Industrials,HOLD,NONE,0,3,2503.5,2503.5,2503.5,2503.5,2.4419469864615446,31.679626599260544,BEARISH,BULL,-3.327882299486646,-2.7877467785479295,-0.5401355209387164,-71.31808558484556,-75.484825165426,12.954372815850457,10.606434579830202,2504.314331971375,2540.7547560560834,,2553.57,2453.43,50.0,0.0,2503.5,1650,12:34:06
BRITANNIA,FMCG,HOLD,NONE,0,2,5562.0,5562.0,5562.0,5562.0,2.165320376556332,60.343929848050756,BEARISH,BULL,0.3864467266939755,-0.688094741817481,1.0745414685114565,21.49285732518474,-2.700457243287329,71.43990929705218,54.879062736205604,5540.267361959726,5574.669548109385,,5673.24,5450.76,50.0,0.0,5562.0,1650,12:34:06
COLPAL,FMCG,HOLD,NONE,0,3,2294.0,2294.0,2294.0,2294.0,2.6593633706739697,34.113283256255016,BEARISH,BULL,-4.110101443553049,-3.71973898192666,-0.39036246162638877,-64.25166181884724,-64.77714843739514,12.820111533666166,14.315747739852114,2301.3475721816035,2316.5424586178324,,2339.88,2248.12,50.0,0.0,2294.0,1650,12:34:06
INDHOTEL,Services,HOLD,NONE,7,2,789.7000122070312,789.7000122070312,789.7000122070312,789.7000122070312,2.6191212559249673,49.12791148625978,BEARISH,BULL,-0.5941515036309966,-0.6652245126489862,0.07107300901798963,-28.51804954440537,-40.45965369355421,44.378037194970695,26.24695963622496,787.8405362415707,795.030587067895,,805.4940124511719,773.9060119628906,50.0,0.0,789.7000122070312,1650,12:34:07
BALKRISIND,Auto,HOLD,NONE,0,7,2391.10009765625,2391.10009765625,2391.10009765625,2391.10009765625,6.5317676074101065,39.61064695250231,BEARISH,BULL,-1.0170627126931322,-0.36569786995929104,-0.6513648427338412,-19.34979157742419,-17.632473740121963,35.335213417294874,28.047977587781332,2395.5224397275088,2407.999690354087,,2438.922099609375,2343.278095703125,50.0,0.0,2391.10009765625,1650,12:34:08
PHOENIXLTD,Realty,HOLD,NONE,6,1,1578.0,1578.0,1578.0,1578.0,1.0256466776145392,38.818638518015575,BULLISH,BULL,-1.8354601033031486,-0.6407549374172334,-1.1947051658859151,-68.3988486801876,-71.0672202916829,17.458133577019026,10.765286062788554,1588.008644505854,1563.4728503148626,,1609.56,1546.44,50.0,0.0,1578.0,1650,12:34:09
ITC,FMCG,HOLD,NONE,0,2,398.29998779296875,398.29998779296875,398.29998779296875,398.29998779296875,2.247813833782296,42.763773964513426,BEARISH,BULL,-0.21296984751325,-0.24095036148521892,0.027980513971968934,-33.56529756723336,-25.436722518029516,53.65119061337456,53.807057856506496,397.6752702252008,403.0966940794723,,406.26598754882815,390.33398803710935,50.0,0.0,398.29998779296875,1650,12:34:09
SRF,Industrials,HOLD,NONE,1,3,2918.0,2918.0,2918.0,2918.0,3.003263551699435,42.6781040460483,BEARISH,BULL,-2.3528077337909963,-1.4592392169993753,-0.893568516791621,-52.57093549553996,-47.313966997852404,18.563242348616804,14.692755743349508,2927.252682839573,2922.538428069446,,2976.36,2859.64,50.0,0.0,2918.0,1650,12:34:10
EICHERMOT,Auto,HOLD,NONE,1,3,5924.5,5924.5,5924.5,5924.5,3.10196589866203,42.944861901136306,BEARISH,BULL,-4.982572997054376,-5.077236861504028,0.09466386444965202,-30.37636209245898,-54.12639648850553,40.777666999002996,32.63724309766513,5930.682671078874,5933.14111010742,,6042.99,5806.01,50.0,0.0,5924.5,1650,12:34:10
WIPRO,I.T,HOLD,NONE,0,3,248.74000549316406,248.74000549316406,248.74000549316406,248.74000549316406,1.6067272153304022,41.667338321855105,BEARISH,BULL,-0.22710003021236957,-0.1995045788759006,-0.027595451336468985,-57.04761797585096,-64.21037613212526,16.626187783389103,14.617156518112699,249.34895027482054,249.40098066565128,,253.71480560302734,243.76520538330078,50.0,0.0,248.74000549316406,1650,12:34:11
