ticker,sector,signal_type,signal_strength,long_score,short_score,current_price,entry_price,target_price,stop_loss,volume_ratio,rsi,trend_direction,supertrend_direction,macd_line,macd_signal,macd_histogram,wave_trend_wt1,wave_trend_wt2,stochastic_k,stochastic_d,hma_value,ema200_value,supertrend_value,psar_value,upper_bb,lower_bb,rvi_value,cmf_value,vwap_value,bars_analyzed,timestamp,position_series
DABUR,FMCG,HOLD,NONE,3,3,516.0499877929688,516.0499877929688,516.0499877929688,516.0499877929688,1.6856330891757727,38.32958850527575,BEARISH,BEAR,-0.5514633390409927,-0.3817857945597818,-0.16967754448121086,-53.348678929921306,-62.55395753172624,15.411607709304127,11.915389194477273,517.3620757060382,520.3657333733452,517.7708031592076,518.1922876301975,519.2934436726765,515.0515514445109,31.418955488162986,-0.22694408859685058,516.3166707356771,1650,16:22:52,-1
BHEL,FMCG,HOLD,NONE,3,4,218.07000732421875,218.07000732421875,218.07000732421875,218.07000732421875,1.365072424496231,43.939935316864435,BEARISH,BULL,0.08967304942058263,0.1450580325084025,-0.05538498308781986,-10.642542728595718,14.805249069258366,28.394957072954753,44.49569944632035,218.18088521667178,219.30517695329993,217.85195841747827,217.97547962566927,219.5206203493704,217.4743808713327,32.7437933209503,-0.015173010862785089,218.1866709391276,1650,16:22:52,1
HINDPETRO,Industrials,HOLD,NONE,4,6,390.75,390.75,390.75,390.75,1.3277073987294736,49.59868773523048,BEARISH,BEAR,-0.03843445325730954,-0.0081078894666612,-0.030326563790648343,-17.853881602068135,3.4047152152509987,21.763594176276087,28.247686480836126,390.7625402084736,392.12138054861737,391.56988929640255,391.5782744995117,391.5110857813906,390.0239087254453,46.969726224748925,-0.07132398188207396,390.43332926432294,1650,16:22:53,-1
SBIN,Bank,HOLD,NONE,3,3,816.25,816.25,816.25,816.25,1.558519971526359,34.646920462734954,BEARISH,BEAR,-0.8116369167522635,-0.8381231985153363,0.026486281763072883,-51.52288066744079,-56.50765983897838,16.983391305728176,16.337970061470337,816.4412807534416,823.8442706943014,818.3266121649656,816.9068408443457,818.9552419315823,815.1597727168551,42.92869429716528,-0.1286901244705597,816.3666585286459,1650,16:22:54,1
SAIL,Metals,HOLD,NONE,3,4,121.93000030517578,121.93000030517578,121.93000030517578,121.93000030517578,5.034580965164927,51.573187392186064,BEARISH,BULL,-0.02346030125221432,-0.05621634166783075,0.03275604041561643,9.547136629819232,-5.313628812987075,70.07161026145918,79.73378227080443,121.73802861843804,122.74442760506989,121.51760702089283,121.49931798198365,122.14152702890087,121.56547446646047,47.715668880084884,0.020814357080497274,122.00333150227864,1650,16:22:55,1
TITAN,Miscellaneous,HOLD,NONE,3,3,3621.0,3621.0,3621.0,3621.0,1.983188638734318,48.70360102151939,BULLISH,BEAR,0.2701165390776623,0.7863536370416899,-0.5162370979640276,-17.711124361167915,0.31461807877676407,22.12701816197684,25.735594727571605,3623.700906188281,3604.6996632470787,3628.8806741798844,3629.828095703125,3628.65158515634,3615.1784441405352,52.367482091317406,0.15274713386741223,3620.0,1650,16:22:56,1
DRREDDY,Pharmaceuticals,HOLD,NONE,2,2,1275.0,1275.0,1275.0,1275.0,2.8253882254746197,35.792607373843595,BULLISH,BEAR,-1.0443547757809029,-0.5286051615090378,-0.515749614271865,-73.1441971383165,-74.8679214831206,33.61111111111109,35.009053548177036,1281.0828331735115,1269.5641477549655,1280.824151230211,1281.1878891670851,1283.3224392370948,1275.3175632043112,34.86254825143746,-0.030562869416817715,1276.566650390625,1650,16:22:56,1
HDFCBANK,Bank,HOLD,NONE,6,3,1965.5,1965.5,1965.5,1965.5,2.0794146524315065,44.41736571540132,BEARISH,BEAR,-1.0337031678607218,-0.9258176793794428,-0.10788548848127899,-44.65639595971458,-46.29519454352495,37.410642043813006,31.89124205509071,1965.6546623094323,1978.7444934758441,1969.9133365617884,1967.6736721744135,1970.8465367094789,1962.0934779389588,47.69555687236544,0.3108880799010297,1964.6999918619792,1650,16:22:57,-1
HEROMOTOCO,Auto,HOLD,NONE,1,2,4995.0,4995.0,4995.0,4995.0,1.5060803202458009,42.23069096305144,BEARISH,BEAR,-2.849610025959919,-2.845143989391035,-0.00446603656888378,-42.2420378317903,-31.039268832923753,30.62037510172409,38.372540484616756,4993.246520731611,5045.139884097419,5016.737357014714,4992.017793258517,5005.907072135792,4992.762849739208,41.026800995124205,-0.05719621056780739,4995.066731770833,1650,16:22:57,-1
HFCL,Telecom,HOLD,NONE,4,3,73.62000274658203,73.62000274658203,73.62000274658203,73.62000274658203,1.3873499998426435,41.75174832994591,BEARISH,BEAR,-0.0758246493835486,-0.015336409386594202,-0.0604882399969544,-47.37562403098873,-49.96229576651615,13.703615792388648,12.592353976166029,74.17249923279269,73.92366152146569,74.10756299621134,74.16443884760427,74.50271148739463,73.35728836001746,55.58638559751201,0.05244702214882744,73.66000111897786,1650,16:22:59,-1
INFY,I.T,HOLD,NONE,2,1,1487.9000244140625,1487.9000244140625,1487.9000244140625,1487.9000244140625,1.131047296164878,40.805605107326556,BULLISH,BEAR,-1.3441881247792935,-1.3990605207092885,0.054872395929995044,-42.01177875376248,-55.79995932349566,41.22400941455357,31.73706102273765,1490.2490879933036,1487.3067069833148,1490.9950787174018,1489.6269653878596,1492.0036032439964,1486.3863869903787,46.58037821730069,-0.1286338573485691,1488.4000244140625,1650,16:22:59,1
HINDZINC,Metals,HOLD,NONE,6,2,425.20001220703125,425.20001220703125,425.20001220703125,425.20001220703125,2.56586500694906,42.4695903758217,BEARISH,BEAR,-0.4105975831610067,-0.38663857598002,-0.023959007180986702,-58.7703585300868,-61.619721398334335,18.282753718045242,18.188003508018138,425.15481860636805,428.2037900189553,426.20694255606224,425.94527585769674,426.74806285731495,424.4219383633882,44.520917698800694,-0.005718323584304926,424.98333740234375,1650,16:23:00,1
JSWSTEEL,Metals,HOLD,NONE,3,2,1054.5999755859375,1054.5999755859375,1054.5999755859375,1054.5999755859375,2.2938713841906924,42.42469243677274,BEARISH,BULL,-0.2575227520617318,0.020561426984062645,-0.27808417904579447,-58.07101914181009,-44.914256854549485,16.683133941198847,15.746072847760248,1053.2618442221149,1066.1357916142479,1053.992801909353,1057.254092800101,1058.0311758137686,1054.0188119792,49.91757559032102,0.1082655956525045,1053.7333170572917,1650,16:23:01,-1
KOTAKBANK,Bank,HOLD,NONE,0,8,1983.5999755859375,1983.5999755859375,1983.5999755859375,1983.5999755859375,1.7436468894758321,34.167808692551716,BEARISH,BEAR,-2.0608425891825846,-2.1679658355479035,0.10712324636531889,-15.656839493086935,-25.474658572507593,46.344395562817674,48.89003606975066,1984.8960856315582,2005.1199965669327,1990.5844168440076,1980.7559765625,1995.7281442968288,1980.5418630273898,48.75899818192856,-0.004031946321410407,1986.5333251953125,1650,16:23:01,-1
LICHSGFIN,Finance,HOLD,NONE,4,2,564.0,564.0,564.0,564.0,1.7438926342680732,47.62789026468836,BEARISH,BEAR,-0.4767235652384443,-0.5122003942302474,0.035476828991803155,-52.863709962665276,-50.385315075173025,43.51064520232652,35.385467528958216,563.290754940865,571.4597204390657,565.0079015955771,564.2659420603087,565.38309132864,562.6469013471411,52.97037099512032,0.054664801292677624,563.3666585286459,1650,16:23:02,-1
TRENT,FMCG,HOLD,NONE,0,5,5418.0,5418.0,5418.0,5418.0,1.603692782467129,44.251772408176016,BEARISH,BEAR,-5.4172857716012,-7.135516637755443,1.7182308661542427,-17.910830523205664,-38.36858701264402,74.31805782869613,60.144541928636805,5421.365611161116,5458.0981937842425,5435.473548775962,5407.6089,5436.4178840746445,5406.382115925355,49.277029702144134,-0.05314307994966468,5420.5,1650,16:23:03,1
LUPIN,Pharmaceuticals,HOLD,NONE,3,2,1974.699951171875,1974.699951171875,1974.699951171875,1974.699951171875,3.5784212882849085,52.09919214209426,BULLISH,BULL,0.6171697443066932,0.7764609519840947,-0.15929120767740146,-2.2504832845277143,17.807971197949882,50.48193859995663,53.57986695319067,1975.381680942023,1965.1283461759572,1970.0456170777818,1977.361438256836,1977.2617849312762,1971.818219951536,40.192842545309624,0.08689380502476507,1973.8666585286458,1650,16:23:03,-1
MFSL,Finance,HOLD,NONE,3,3,1638.699951171875,1638.699951171875,1638.699951171875,1638.699951171875,2.094959824689554,35.49619008375922,BEARISH,BEAR,-2.072829431192986,-1.9833638446293402,-0.08946558656364556,-65.07985364404524,-66.01779290590606,25.925473077969105,21.328656315727397,1641.6633443355827,1645.7055203599868,1643.7615404354253,1640.4803215921515,1647.6203276838914,1635.6496674332961,27.43156661428688,0.030683802819248495,1637.13330078125,1650,16:23:04,1
NCC,Realty,HOLD,NONE,6,2,217.05999755859375,217.05999755859375,217.05999755859375,217.05999755859375,2.2507095235261705,47.12511137321095,BEARISH,BEAR,-0.10466566768423036,-0.10934077352934586,0.004675105845115504,-23.1265725537962,-33.64820054771242,43.75003311345997,31.68235385152506,216.83228722882774,218.913029851565,217.67620573125967,217.4495535488688,217.532188397579,216.75781251794834,39.39204959174135,-0.3628993521199288,217.15333048502603,1650,16:23:05,-1
VEDL,Industrials,HOLD,NONE,9,2,444.5,444.5,444.5,444.5,2.3701380684337527,49.520890389011335,BEARISH,BULL,-0.11550067053212842,-0.13173696564386272,0.0162362951117343,-17.886158909648646,-37.971366950901015,42.42474684422252,40.90935713074709,444.2189971811454,445.04132127137206,443.76504883305915,445.1976751061319,444.81780938009734,444.06218939919955,44.81678066158948,-0.03964249542709511,444.5833333333333,1650,16:23:05,1
GRASIM,Miscellaneous,HOLD,NONE,0,3,2808.0,2808.0,2808.0,2808.0,1.2965476821505988,34.82232004733115,BEARISH,BEAR,-2.7572114965487344,-2.460100554092617,-0.2971109424561176,-60.172320445514714,-48.99742019347495,31.18082853664264,33.126258158969705,2808.951711238875,2839.7778319340446,2820.355171393483,2816.2879497701706,2824.499228232585,2807.6507717674144,37.72908903936727,0.1056407748293477,2808.5999348958335,1650,16:23:06,-1
PEL,Finance,HOLD,NONE,3,7,1164.300048828125,1164.300048828125,1164.300048828125,1164.300048828125,0.900226834140231,38.22368290963155,BEARISH,BEAR,-0.22370789453179896,0.6090517123934512,-0.8327596069252502,-29.53143635000432,-12.232186943186873,9.818236191231318,11.691575406727308,1170.2017041248557,1168.4976940154925,1173.6798674362308,1174.8526153696093,1174.5864510325355,1164.2935660573085,29.427813299697327,-0.17746272674261085,1165.1000162760417,1650,16:23:07,-1
ONGC,Oils,HOLD,NONE,4,2,236.19000244140625,236.19000244140625,236.19000244140625,236.19000244140625,1.4898392606928903,44.14360840675028,BEARISH,BEAR,-0.13541906383423452,-0.15460352245795086,0.019184458623716344,-26.41959668111273,-9.191254667510776,19.309744994776942,34.28854726305841,235.97601055561563,237.6980621566386,236.76118815455544,236.68599700927734,236.66541005739418,235.93159159055506,43.59548442478764,-0.17885945665619246,236.1000010172526,1650,16:23:08,-1
RELIANCE,Industrials,HOLD,NONE,0,3,1410.0,1410.0,1410.0,1410.0,1.6661991135993937,40.6727594517963,BEARISH,BEAR,-1.3389679144891034,-1.185415793638863,-0.1535521208502404,-49.49328479738818,-57.384230785866606,24.859343980398886,17.641051271409406,1410.4906368982713,1416.5417521032343,1412.9391336614694,1412.5139885584215,1416.8342354037206,1406.7957694790919,60.65029792124575,-0.05511651367982908,1409.8000081380208,1650,16:23:08,1
PIDILITIND,Industrials,HOLD,NONE,7,1,3087.199951171875,3087.199951171875,3087.199951171875,3087.199951171875,2.3621516222199417,41.02677238537066,BULLISH,BEAR,-1.2684894813960454,0.17869806754640366,-1.447187548942449,-74.55475408352558,-69.02188177121211,19.154342028594233,17.518999971371624,3098.652941972856,3087.072136202961,3096.0062463636855,3095.1067040032044,3102.3929851616585,3084.956990424279,37.25298160975086,0.37393125225798496,3084.4666341145835,1650,16:23:09,1
PATANJALI,FMCG,HOLD,NONE,7,2,1801.199951171875,1801.199951171875,1801.199951171875,1801.199951171875,3.456078480514133,51.82175132203613,BEARISH,BULL,0.00500091607318609,0.10821188996538611,-0.10321097389220002,-8.968226310111225,-2.1524416342625297,24.216372621643476,23.551539896339435,1798.4391249055338,1802.3265890170987,1796.7104705928707,1807.7682883544921,1805.695266065944,1796.16473149265,48.87062888682013,-0.16708033892482685,1800.5999755859375,1650,16:23:10,1
TATAPOWER,Miscellaneous,HOLD,NONE,0,3,385.04998779296875,385.04998779296875,385.04998779296875,385.04998779296875,1.2431176772262043,26.280120329374228,BEARISH,BEAR,-0.38288359595537713,-0.22754670503942842,-0.1553368909159487,-67.24868500106746,-67.78377982468314,7.0921801614613615,10.638270242192059,386.4866794301485,387.7094498064937,386.78745495374864,386.77292175356433,387.8286066506944,384.8063848043837,20.005230290494072,3.099859366402456e-05,385.2333272298177,1650,16:23:11,-1
SHREECEM,Industrials,HOLD,NONE,4,3,30020.0,30020.0,30020.0,30020.0,1.2570023227216833,38.14752034696081,BEARISH,BEAR,-40.10515547106479,-30.19379800730352,-9.91135746376127,-63.06057914997083,-71.56920278353938,19.291754756871068,14.898989898989923,30037.327991387374,30436.208890526712,30126.787677830605,30107.77201295534,30232.51879573057,29952.48120426943,40.28451665324667,-0.00589385032586011,30018.333333333332,1647,16:23:11,-1
TATAELXSI,I.T,HOLD,NONE,6,2,5577.5,5577.5,5577.5,5577.5,2.4761904761904763,53.381516811565184,BEARISH,BULL,1.1527246944069702,-0.26451606069957406,1.4172407551065442,27.835715601841976,27.269196194779756,72.58064516129038,76.79358364181218,5562.265338275005,5637.797049416641,5559.021537598791,5560.4672614277115,5586.229557099381,5558.47044290062,30.333625607824725,-0.021935971234670296,5577.0,1650,16:23:12,1
ACC,Industrials,HOLD,NONE,1,4,1821.0999755859375,1821.0999755859375,1821.0999755859375,1821.0999755859375,1.2357817037754115,41.774210554999726,BEARISH,BEAR,-1.6142598879312118,-1.9905969096671698,0.37633702173595807,-18.15513823012039,-33.0641028964564,59.73979306044371,51.74553586585923,1819.2954331761505,1841.5436052552598,1825.4473107088127,1818.6049668945313,1828.040685138934,1817.2493050954413,40.04773943137526,-0.19383067498910225,1821.8000081380208,1650,16:23:13,1
TORNTPHARM,Pharmaceuticals,HOLD,NONE,3,3,3688.0,3688.0,3688.0,3688.0,1.1722767115253023,70.10374196688073,BULLISH,BULL,6.632253443964146,6.446616687101539,0.18563675686260694,58.756343778741424,59.02430051773524,74.69389804417875,74.57139742335441,3674.3304413009946,3661.3067014889143,3673.898003326023,3679.4670810535367,3697.0649589543223,3659.6950508113027,72.4272470090299,0.1465338716435795,3689.566650390625,1650,16:23:14,-1
AMBUJACEM,Industrials,HOLD,NONE,6,3,577.4000244140625,577.4000244140625,577.4000244140625,577.4000244140625,1.3856207480685194,39.59793045317041,BEARISH,BEAR,-0.9689943573910114,-0.8610318584926472,-0.10796249889836418,-42.40682287980185,-54.39515737234318,18.513300500730633,12.245653480859305,577.8254256305887,584.4437284429741,579.1251369077529,576.0499877929688,582.1346270217889,575.0503766403206,44.628207834081174,-0.15194917735819546,577.8666788736979,1650,16:23:15,-1
HINDALCO,Metals,HOLD,NONE,0,3,704.2000122070312,704.2000122070312,704.2000122070312,704.2000122070312,1.2659433542499539,34.936161352209865,BEARISH,BEAR,-0.8084008370985885,-0.6088157844771387,-0.19958505262144977,-75.33329499835732,-72.44359881004645,20.173702650704627,16.625976934879898,706.8885483601942,705.3808358843862,705.8225359106461,706.7556434126856,708.3508069981289,703.2741930018711,48.408680636603144,-0.04075189508231105,703.3166707356771,1650,16:23:16,1
FEDERALBNK,Bank,HOLD,NONE,5,2,196.5,196.5,196.5,196.5,1.7560904765304037,44.11589031317233,BEARISH,BEAR,-0.14852532285360098,-0.16763391563531974,0.019108592781718753,-46.629333004061934,-43.02701245090674,49.13620951430204,48.631711728115135,196.37176653891478,198.1705959171568,196.9663936572083,196.72623975830078,196.9038489234401,196.1791527855443,37.926219593840635,0.028917666833482156,196.3999989827474,1650,16:23:16,1
ASHOKLEY,Auto,STRONG_BUY,STRONG,11,1,131.49000549316406,132.49000549316406,135.53001403808594,130.97000122070312,4.787859137469644,59.20668783546341,BULLISH,BEAR,-0.03766576253374865,-0.009315915764757297,-0.02834984676899135,-52.19638219786509,-72.65400759051379,47.497617720016585,34.525911930600905,131.56802659395507,131.36894440067775,131.54666532521523,130.8000030517578,131.7169286829045,130.92406710566974,51.80885909568861,0.14116230910560915,131.36333719889322,1650,16:23:17,1
TATASTEEL,Metals,HOLD,NONE,0,8,158.35000610351562,158.35000610351562,158.35000610351562,158.35000610351562,2.2238367822293927,28.977707196720928,BEARISH,BEAR,-0.30716530152776045,-0.3086922254913705,0.0015269239636100385,-54.81102266509416,-54.82164732700869,26.866529457328344,30.84027743149944,158.84000052847261,160.2426409141034,159.1297965562835,158.84702979286058,159.60417998492042,158.1778161698647,54.03297171115066,0.13065358520611423,158.41000366210938,1650,16:23:17,1
CUMMINSIND,FMCG,HOLD,NONE,7,1,3916.0,3916.0,3916.0,3916.0,1.42818226977251,52.53574987934131,BULLISH,BULL,2.5605934289260404,3.889100973362363,-1.3285075444363228,-24.859053217609443,-9.487012718185136,38.30787858813007,35.787139079353175,3920.857577359517,3869.9079750572578,3905.8875192322266,3925.311586763693,3925.388759382755,3912.501206437558,44.12412357745957,0.23733780732437645,3913.566650390625,1650,16:23:19,-1
TATACOMM,Telecom,HOLD,NONE,5,3,1604.5,1604.5,1604.5,1604.5,1.2710723898569203,51.32725351893955,BEARISH,BULL,0.14087071665062467,0.2832785725294112,-0.14240785587878652,24.364142882022325,2.614445602876737,30.47035507727887,30.650745059130287,1607.4606478252374,1616.5139119754597,1599.4096714859688,1601.0,1605.7399694563487,1603.3700403092762,53.64200368005074,-0.02429298504914877,1605.4666748046875,1650,16:23:19,-1
BHARATFORG,Industrials,HOLD,NONE,5,2,1123.0,1123.0,1123.0,1123.0,0.9241246520186475,39.97784258082314,BEARISH,BEAR,-1.817452082675345,-1.917441971430723,0.09998988875537784,-38.23209367148431,-41.188927738151904,23.129717744949037,19.01164727530677,1120.9084283008178,1148.7169338084893,1128.604240855927,1129.2571014331054,1128.8194640504694,1120.3705383909369,33.710409206920176,-0.1856528825945755,1123.7666422526042,1650,16:23:20,1
LT,Realty,HOLD,NONE,3,7,3595.800048828125,3595.800048828125,3595.800048828125,3595.800048828125,2.5251881043578277,55.53408283122133,BEARISH,BEAR,0.13385695518627472,-0.9305381654381246,1.0643951206243993,42.74813062616339,36.11423319415312,80.69659337500396,81.32710445026248,3584.5814847193415,3610.298236567933,3597.22443296839,3588.256240886797,3597.513218444321,3586.976771790054,56.77643372894627,-0.014088646065717055,3595.6000162760415,1650,16:23:21,1
M&M,Auto,HOLD,NONE,2,4,3403.0,3403.0,3403.0,3403.0,1.190262702922279,44.433773671561205,BULLISH,BEAR,-0.4646888546644732,0.7829202546944105,-1.2476091093588837,-50.27864026516097,-48.041025104630535,21.555447048611125,23.749129853371304,3411.331046748218,3390.184292853948,3414.371393131607,3411.6669732949313,3418.794649786142,3399.005325799795,51.8387737003392,0.17165018744036073,3402.1000162760415,1650,16:23:22,-1
BOSCHLTD,Auto,HOLD,NONE,3,7,39300.0,39300.0,39300.0,39300.0,1.8875927889713682,49.964624867357735,BEARISH,BEAR,-10.361779011967883,-18.900091151199856,8.538312139231973,15.222222286305826,-5.941434742574822,64.29629629629628,58.65993265993266,39228.18123153492,39532.46111647699,39375.002759995026,39176.865,39388.4097583147,39204.0902416853,57.55273331977014,0.04774462650922056,39321.666666666664,1650,16:23:22,1
BPCL,Industrials,HOLD,NONE,5,2,317.0,317.0,317.0,317.0,1.5597522562914725,61.25224341544074,BEARISH,BULL,0.054571596865230276,-0.16457156370365336,0.21914316056888364,44.835429323976086,37.82729947148192,90.69755338225623,87.85523113779631,315.4940052764274,318.4102051394195,315.43708274664493,315.194606817679,317.1607242608454,314.439269635639,63.33385810019625,0.12847918825382718,316.8333333333333,1650,16:23:23,1
SIEMENS,FMCG,HOLD,NONE,4,3,3162.60009765625,3162.60009765625,3162.60009765625,3162.60009765625,1.0398947054074084,21.311678912665414,BEARISH,BEAR,-9.81134601694066,-6.211180264126077,-3.6001657528145836,-90.48426720870526,-85.97696519456568,4.721130732736394,3.938453463060712,3191.372845718206,3190.9360952787765,3180.122077223655,3194.3002349085814,3219.6076070610898,3162.102378290473,34.39909628297265,-0.38485407123200477,3163.2000325520835,1650,16:23:24,1
TATAMOTORS,Auto,HOLD,NONE,6,2,680.9500122070312,680.9500122070312,680.9500122070312,680.9500122070312,1.2874531859122738,53.32384436410696,BEARISH,BEAR,-0.10586206743209914,-0.1216843966251665,0.015822329193067364,-18.799325072190772,-18.721282023088666,27.531615992948385,28.338103721321726,679.4257544071,684.9185000438216,681.7679668118013,681.5008652671044,681.5411948254687,679.5788186022658,65.55992448034897,-0.030344021775580262,680.5833333333334,1650,16:23:24,1
VOLTAS,FMCG,STRONG_BUY,STRONG,10,2,1353.199951171875,1354.199951171875,1360.7998046875,1350.9000244140625,1.9241589729365614,43.03767904955004,BEARISH,BEAR,-0.9712685384449742,-0.93364580780657,-0.037622730638404156,-41.081508657871204,-41.75932660270596,21.491344831518116,18.44401394057495,1351.676759244097,1359.1719797672176,1357.9894929872496,1356.5683114286317,1358.210559672147,1351.4194452106656,42.606950317935855,0.030195157930996756,1353.7333170572917,1650,16:23:25,1
HINDUNILVR,FMCG,HOLD,NONE,1,7,2630.0,2630.0,2630.0,2630.0,1.1643789578313377,54.35261529761806,BEARISH,BEAR,0.5502229836906736,0.1745278414020179,0.37569514228865564,26.24530882072368,31.488919332580203,83.06852677129753,84.03840771598958,2624.8133452462203,2630.370731786997,2630.892129453595,2621.061533503207,2632.9662483777347,2622.8337272082026,49.729812299866346,-0.19034655075599777,2628.63330078125,1650,16:23:26,1
NESTLEIND,FMCG,HOLD,NONE,1,3,1160.5,1160.5,1160.5,1160.5,1.330600350677895,38.13809227224721,BEARISH,BEAR,-1.4898923558512251,-1.1453332423950289,-0.3445591134561963,-53.87217432665279,-45.11206557267664,9.657700782955441,13.269007366135583,1162.5108250153428,1168.2769496450994,1166.20878874907,1164.634346542759,1169.3098590072086,1158.4301434341978,59.38359644008615,-0.06802533348985827,1159.9666748046875,1650,16:23:27,1
TATACHEM,Industrials,HOLD,NONE,3,2,938.9000244140625,938.9000244140625,938.9000244140625,938.9000244140625,1.1719799250724534,51.063214500392654,BEARISH,BULL,0.2413601280251214,0.39530547759495277,-0.15394534956983136,-14.769601475331026,5.413684787960728,31.958931807815958,33.448058689572534,938.1388356043913,940.1861742319259,936.1953900587384,942.7590234375,941.0761532389672,936.588849202439,64.12656427159362,0.08591862852935911,938.2000122070312,1650,16:23:27,-1
